,born,bornCity,bornCountry,bornCountryCode,died,diedCity,diedCountry,diedCountryCode,firstname,gender,id,prizes,surname,affiliations,category,motivation,overallMotivation,share,year
421,1927-03-29,Tardebigg,United Kingdom,GB,2004-11-19,Farnborough,United Kingdom,GB,John R.,male,427,"[{'year': '1982', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries concerning prostaglandins and related biologically active substances""', 'affiliations': [{'name': 'The Wellcome Research Laboratories', 'city': 'Beckenham', 'country': 'United Kingdom'}]}]",Vane,"[{'name': 'The Wellcome Research Laboratories', 'city': 'Beckenham', 'country': 'United Kingdom'}]",medicine,"""for their discoveries concerning prostaglandins and related biologically active substances""",,3,1982
422,1902-06-16,"Hartford, CT",USA,US,1992-09-02,"Huntington, NY",USA,US,Barbara,female,428,"[{'year': '1983', 'category': 'medicine', 'share': '1', 'motivation': '""for her discovery of mobile genetic elements""', 'affiliations': [{'name': 'Cold Spring Harbor Laboratory', 'city': 'Cold Spring Harbor, NY', 'country': 'USA'}]}]",McClintock,"[{'name': 'Cold Spring Harbor Laboratory', 'city': 'Cold Spring Harbor, NY', 'country': 'USA'}]",medicine,"""for her discovery of mobile genetic elements""",,1,1983
423,1911-12-23,London,United Kingdom,GB,1994-10-07,Castillon-du-Gard,France,FR,Niels K.,male,429,"[{'year': '1984', 'category': 'medicine', 'share': '3', 'motivation': '""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""', 'affiliations': [{'name': 'Basel Institute for Immunology', 'city': 'Basel', 'country': 'Switzerland'}]}]",Jerne,"[{'name': 'Basel Institute for Immunology', 'city': 'Basel', 'country': 'Switzerland'}]",medicine,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",,3,1984
424,1946-04-17,Munich,Germany,DE,1995-03-01,Freiburg im Breisgau,Germany,DE,Georges J.F.,male,430,"[{'year': '1984', 'category': 'medicine', 'share': '3', 'motivation': '""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""', 'affiliations': [{'name': 'Basel Institute for Immunology', 'city': 'Basel', 'country': 'Switzerland'}]}]",Köhler,"[{'name': 'Basel Institute for Immunology', 'city': 'Basel', 'country': 'Switzerland'}]",medicine,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",,3,1984
425,1927-10-08,Bahia Blanca,Argentina,AR,2002-03-24,Cambridge,United Kingdom,GB,César,male,431,"[{'year': '1984', 'category': 'medicine', 'share': '3', 'motivation': '""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""', 'affiliations': [{'name': 'MRC Laboratory of Molecular Biology', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]",Milstein,"[{'name': 'MRC Laboratory of Molecular Biology', 'city': 'Cambridge', 'country': 'United Kingdom'}]",medicine,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",,3,1984
426,1941-04-13,"New York, NY",USA,US,0000-00-00,,,,Michael S.,male,432,"[{'year': '1985', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning the regulation of cholesterol metabolism""', 'affiliations': [{'name': 'University of Texas Southwestern Medical Center at Dallas', 'city': 'Dallas, TX', 'country': 'USA'}]}]",Brown,"[{'name': 'University of Texas Southwestern Medical Center at Dallas', 'city': 'Dallas, TX', 'country': 'USA'}]",medicine,"""for their discoveries concerning the regulation of cholesterol metabolism""",,2,1985
427,1940-04-18,"Sumter, SC",USA,US,0000-00-00,,,,Joseph L.,male,433,"[{'year': '1985', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning the regulation of cholesterol metabolism""', 'affiliations': [{'name': 'University of Texas Southwestern Medical Center at Dallas', 'city': 'Dallas, TX', 'country': 'USA'}]}]",Goldstein,"[{'name': 'University of Texas Southwestern Medical Center at Dallas', 'city': 'Dallas, TX', 'country': 'USA'}]",medicine,"""for their discoveries concerning the regulation of cholesterol metabolism""",,2,1985
428,1922-11-17,"Brooklyn, NY",USA,US,0000-00-00,,,,Stanley,male,434,"[{'year': '1986', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries of growth factors""', 'affiliations': [{'name': 'Vanderbilt University School of Medicine', 'city': 'Nashville, TN', 'country': 'USA'}]}]",Cohen,"[{'name': 'Vanderbilt University School of Medicine', 'city': 'Nashville, TN', 'country': 'USA'}]",medicine,"""for their discoveries of growth factors""",,2,1986
429,1909-04-22,Turin,Italy,IT,2012-12-30,Rome,Italy,IT,Rita,female,435,"[{'year': '1986', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries of growth factors""', 'affiliations': [{'name': 'Institute of Cell Biology of the C.N.R.', 'city': 'Rome', 'country': 'Italy'}]}]",Levi-Montalcini,"[{'name': 'Institute of Cell Biology of the C.N.R.', 'city': 'Rome', 'country': 'Italy'}]",medicine,"""for their discoveries of growth factors""",,2,1986
430,1939-09-05,Nagoya,Japan,JP,0000-00-00,,,,Susumu,male,436,"[{'year': '1987', 'category': 'medicine', 'share': '1', 'motivation': '""for his discovery of the genetic principle for generation of antibody diversity""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Tonegawa,"[{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]",medicine,"""for his discovery of the genetic principle for generation of antibody diversity""",,1,1987
431,1924-06-14,Uddingston,Scotland,GB,2010-03-21,,,,Sir James W.,male,437,"[{'year': '1988', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of important principles for drug treatment""', 'affiliations': [{'name': ""London University, King's College Hospital Medical School"", 'city': 'London', 'country': 'United Kingdom'}]}]",Black,"[{'name': ""London University, King's College Hospital Medical School"", 'city': 'London', 'country': 'United Kingdom'}]",medicine,"""for their discoveries of important principles for drug treatment""",,3,1988
432,1918-01-23,"New York, NY",USA,US,1999-02-21,"Chapel Hill, NC",USA,US,Gertrude B.,female,438,"[{'year': '1988', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of important principles for drug treatment""', 'affiliations': [{'name': 'Wellcome Research Laboratories', 'city': 'Research Triangle Park, NC', 'country': 'USA'}]}]",Elion,"[{'name': 'Wellcome Research Laboratories', 'city': 'Research Triangle Park, NC', 'country': 'USA'}]",medicine,"""for their discoveries of important principles for drug treatment""",,3,1988
433,1905-04-18,"Hoquiam, WA",USA,US,1998-02-27,"Chapel Hill, NC",USA,US,George H.,male,439,"[{'year': '1988', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of important principles for drug treatment""', 'affiliations': [{'name': 'Wellcome Research Laboratories', 'city': 'Research Triangle Park, NC', 'country': 'USA'}]}]",Hitchings,"[{'name': 'Wellcome Research Laboratories', 'city': 'Research Triangle Park, NC', 'country': 'USA'}]",medicine,"""for their discoveries of important principles for drug treatment""",,3,1988
434,1936-02-22,"York, PA",USA,US,0000-00-00,,,,J. Michael,male,440,"[{'year': '1989', 'category': 'medicine', 'share': '2', 'motivation': '""for their discovery of the cellular origin of retroviral oncogenes""', 'affiliations': [{'name': 'University of California School of Medicine', 'city': 'San Francisco, CA', 'country': 'USA'}]}]",Bishop,"[{'name': 'University of California School of Medicine', 'city': 'San Francisco, CA', 'country': 'USA'}]",medicine,"""for their discovery of the cellular origin of retroviral oncogenes""",,2,1989
435,1939-12-18,"Oceanside, NY",USA,US,0000-00-00,,,,Harold E.,male,441,"[{'year': '1989', 'category': 'medicine', 'share': '2', 'motivation': '""for their discovery of the cellular origin of retroviral oncogenes""', 'affiliations': [{'name': 'University of California School of Medicine', 'city': 'San Francisco, CA', 'country': 'USA'}]}]",Varmus,"[{'name': 'University of California School of Medicine', 'city': 'San Francisco, CA', 'country': 'USA'}]",medicine,"""for their discovery of the cellular origin of retroviral oncogenes""",,2,1989
436,1919-04-01,"Milford, MA",USA,US,2012-11-26,"Boston, MA",USA,US,Joseph E.,male,442,"[{'year': '1990', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning organ and cell transplantation in the treatment of human disease""', 'affiliations': [{'name': ""Brigham and Women's Hospital"", 'city': 'Boston, MA', 'country': 'USA'}]}]",Murray,"[{'name': ""Brigham and Women's Hospital"", 'city': 'Boston, MA', 'country': 'USA'}]",medicine,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",,2,1990
437,1920-03-15,"Mart, TX",USA,US,2012-10-20,"Seattle, WA",USA,US,E. Donnall,male,443,"[{'year': '1990', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning organ and cell transplantation in the treatment of human disease""', 'affiliations': [{'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle, WA', 'country': 'USA'}]}]",Thomas,"[{'name': 'Fred Hutchinson Cancer Research Center', 'city': 'Seattle, WA', 'country': 'USA'}]",medicine,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",,2,1990
438,1944-03-20,Landsberg,Germany,DE,0000-00-00,,,,Erwin,male,444,"[{'year': '1991', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning the function of single ion channels in cells""', 'affiliations': [{'name': 'Max-Planck-Institut für Biophysikalische Chemie', 'city': 'Göttingen', 'country': 'Federal Republic of Germany'}]}]",Neher,"[{'name': 'Max-Planck-Institut für Biophysikalische Chemie', 'city': 'Göttingen', 'country': 'Federal Republic of Germany'}]",medicine,"""for their discoveries concerning the function of single ion channels in cells""",,2,1991
439,1942-06-12,Stuttgart,Germany,DE,0000-00-00,,,,Bert,male,445,"[{'year': '1991', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning the function of single ion channels in cells""', 'affiliations': [{'name': 'Max-Planck-Institut für medizinische Forschung', 'city': 'Heidelberg', 'country': 'Federal Republic of Germany'}]}]",Sakmann,"[{'name': 'Max-Planck-Institut für medizinische Forschung', 'city': 'Heidelberg', 'country': 'Federal Republic of Germany'}]",medicine,"""for their discoveries concerning the function of single ion channels in cells""",,2,1991
440,1920-04-06,Shanghai,China,CN,0000-00-00,,,,Edmond H.,male,446,"[{'year': '1992', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""', 'affiliations': [{'name': 'University of Washington', 'city': 'Seattle, WA', 'country': 'USA'}]}]",Fischer,"[{'name': 'University of Washington', 'city': 'Seattle, WA', 'country': 'USA'}]",medicine,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",,2,1992
441,1918-06-06,"Lansing, IA",USA,US,2009-12-21,"Seattle, WA",USA,US,Edwin G.,male,447,"[{'year': '1992', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""', 'affiliations': [{'name': 'University of Washington', 'city': 'Seattle, WA', 'country': 'USA'}]}]",Krebs,"[{'name': 'University of Washington', 'city': 'Seattle, WA', 'country': 'USA'}]",medicine,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",,2,1992
442,1943-09-06,Derby,United Kingdom,GB,0000-00-00,,,,Richard J.,male,448,"[{'year': '1993', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries of split genes""', 'affiliations': [{'name': 'New England Biolabs', 'city': 'Beverly, MA', 'country': 'USA'}]}]",Roberts,"[{'name': 'New England Biolabs', 'city': 'Beverly, MA', 'country': 'USA'}]",medicine,"""for their discoveries of split genes""",,2,1993
443,1944-06-06,"Falmouth, KY",USA,US,0000-00-00,,,,Phillip A.,male,449,"[{'year': '1993', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries of split genes""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT), Center for Cancer Research', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Sharp,"[{'name': 'Massachusetts Institute of Technology (MIT), Center for Cancer Research', 'city': 'Cambridge, MA', 'country': 'USA'}]",medicine,"""for their discoveries of split genes""",,2,1993
444,1941-07-01,"New Haven, CT",USA,US,2015-12-23,"Dallas, TX",USA,US,Alfred G.,male,450,"[{'year': '1994', 'category': 'medicine', 'share': '2', 'motivation': '""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""', 'affiliations': [{'name': 'University of Texas Southwestern Medical Center at Dallas', 'city': 'Dallas, TX', 'country': 'USA'}]}]",Gilman,"[{'name': 'University of Texas Southwestern Medical Center at Dallas', 'city': 'Dallas, TX', 'country': 'USA'}]",medicine,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",,2,1994
445,1925-12-01,"Baltimore, MD",USA,US,1998-12-07,"Chapel Hill, NC",USA,US,Martin,male,451,"[{'year': '1994', 'category': 'medicine', 'share': '2', 'motivation': '""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""', 'affiliations': [{'name': 'National Institute of Environmental Health Sciences', 'city': 'Research Triangle Park, NC', 'country': 'USA'}]}]",Rodbell,"[{'name': 'National Institute of Environmental Health Sciences', 'city': 'Research Triangle Park, NC', 'country': 'USA'}]",medicine,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",,2,1994
